dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.Year
3340,adenodolichos,adenodolichos exellii,adenodolichos exellii torre f.,14,5,1969,134
harder 3155,grewia,,grewia l.,17,5,1994,137
strid 2685,diospyros,diospyros senensis,diospyros senensis hiern,24,12,1972,359
b3,ochna,ochna afzelioides,ochna afzelioides n.robson,,,,
harder 3530,undesignated,,asteraceae bercht. & j. presl,25,2,1996,56
17082,crotalaria,crotalaria bemba,crotalaria bemba r.wilczek,1,4,1984,92
10198,actiniopteris,actiniopteris radiata,actiniopteris radiata,31,8,1983,243
zimba 971,grewia,,grewia l.,23,2,1997,54
kuchar 23028,clerodendrum,clerodendrum,clerodendrum myricoides (hochst.) r. br. ex vatke,21,2,2000,52
harder 3100,antidesma,antidesma membranaceum,antidesma membranaceum müll. arg.,13,5,1994,133
39,droogmansia,droogmansia pteropus,droogmansia pteropus  var. pteropus,2,10,1970,275
nkhoma 173,diospyros,diospyros virgata,diospyros virgata (gürke) brenan,9,5,1994,129
harder 2126,xylopia,xylopia aethiopica,xylopia aethiopica (dunal) a. rich.,25,11,1993,329
mwangoka 6255,kotschya,kotschya strigosa,kotschya strigosa (benth.) dewit & p.a. duvign.,4,7,2009,185
bingham 4050,flemingia,,flemingia roxb. ex w.t. aiton,23,8,1987,235
kindeketa 1270,lycium,lycium shawii,lycium shawii roem. & schult.,2,7,2001,183
1112,barleria,barleria diplotricha,barleria diplotricha i.darbysh. & ndang.,29,10,2007,302
kindeketa 1084,dombeya,dombeya acutangula,dombeya acutangula cav.,13,6,2001,164
kindeketa 2668,manilkara,manilkara sansibarensis,manilkara sansibarensis (engl.) dubard,15,11,2005,319
kuchar 24940,diospyros,diospyros fischeri,diospyros fischeri gürke,3,11,2001,307
kibure 869,euclea,euclea racemosa,euclea racemosa subsp. schimperi (a. dc.) f. white,24,4,2003,114
kibure 830,terminalia,terminalia prostrata,terminalia l.,23,4,2003,113
kuchar 24999,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,9,1,2002,9
juma 7,hyparrhenia,hyparrhenia bagirmica,hyparrhenia andersson ex e. fourn.,18,7,2003,199
2142,eriosema,eriosema englerianum,eriosema englerianum harms,12,10,1967,285
2427,ophrestia,ophrestia radicosa,ophrestia radicosa (a.rich.) verdc. var. enneaneura (hauman) verdc.,9,1,1968,9
11603,vernonia,vernonia suprafastigiata,vernonia suprafastigiata klatt,9,11,2006,313
kibure 873,eminia,eminia antennulifera,eminia antennulifera (baker) taub.,24,4,2003,114
2449,vangueria,vangueria cyanescens,vangueria cyanescens robyns,5,3,1997,64
3932,xyris,xyris anceps,xyris anceps lam. var. minor j.m.lock,15,8,1976,228
harder 2722,cyphostemma,,cyphostemma (planch.) alston,21,2,1995,52
kindeketa 1271,osyris,osyris quadripartita,osyris quadripartita salzm. ex decne.,4,7,2001,185
3323,psychotria,psychotria heterosticta,psychotria heterosticta e.m.a.petit var. pubescens verdc.,15,11,1962,319
goldblatt 8275,undesignated,,celastraceae r. br.,25,11,1986,329
nkhoma 152,undesignated,,proteaceae juss.,9,5,1994,129
s.n.,entada,entada abyssinica,entada abyssinica steud. ex a.rich.,2,6,2008,154
harder 1204,hibiscus,hibiscus rhodanthus,hibiscus rhodanthus gürke,24,10,1992,298
gereau 5159,cassia,,cassia abbreviata subsp. abbreviata,23,11,1992,328
schmidt 1272,bauhinia,bauhinia petersiana,bauhinia petersiana bolle,30,11,1993,334
pochron 16,diospyros,diospyros truncatifolia,diospyros truncatifolia caveney,20,6,1995,171
harder 1290,macrotyloma,macrotyloma dewildemanianum,macrotyloma dewildemanianum (r. wilczek) verdc.,28,10,1992,302
harder 1382,indigofera,indigofera emarginella,indigofera emarginella var. emarginella,2,11,1992,307
schmidt 1300,rhynchosia,rhynchosia volubilis,rhynchosia lour.,6,5,1994,126
gereau 4371,thesium,thesium gnidiaceum,thesium fimbriatum a.w. hill,19,3,1991,78
harder 2224,acalypha,acalypha ambigua,acalypha ambigua pax,9,12,1993,343
harder 2134,crotalaria,crotalaria abscondita,crotalaria abscondita welw. ex baker,25,11,1993,329
harder 1217,dolichos,dolichos kilimandscharicus,dolichos kilimandscharicus taub.,24,10,1992,298
harder 1901,carpolobia,carpolobia goetzei,carpolobia conradsiana engl.,16,11,1993,320
kuchar 22441,ipomoea,ipomoea kituiensis,ipomoea kituiensis vatke,5,9,1999,248
kuchar 22670,ozoroa,ozoroa insignis,ozoroa insignis subsp. reticulata (baker f.) j.b. gillett,18,12,1999,352
schmidt 1147,thunbergia,thunbergia kirkiana,thunbergia kirkiana t. anderson,9,11,1993,313
nkhoma 311,equisetum,equisetum ramosissimum,equisetum ramosissimum desf.,25,5,1994,145
24068,zonotriche,zonotriche inamoena,zonotriche inamoena,1,6,2012,153
lovett 637,mohria,,mohria lepigera (baker) baker,13,4,1986,103
harder 3132,uapaca,uapaca sansibarica,uapaca sansibarica pax,13,5,1994,133
harder 3112,undesignated,,poaceae barnhart,13,5,1994,133
kuchar 22300,conyza,conyza pyrrhopappa,conyza pyrrhopappa sch. bip. ex a. rich.,31,7,1999,212
harder 2141,ochna,ochna pulchra,ochna pulchra hook.,25,11,1993,329
schmidt 1445,monotes,,monotes a. dc.,22,5,1994,142
kuchar 23836,undesignated,,poaceae barnhart,4,6,2000,156
bingham 8684a,brachystegia,brachystegia manga,brachystegia manga de wild.,23,11,1992,328
7098,adenodolichos,adenodolichos rhomboideus,adenodolichos rhomboideus (o.hoffm.) harms,22,10,1962,295
kuchar 24315,crotalaria,crotalaria,crotalaria microcarpa hochst. ex benth.,7,4,2001,97
zimba 1033,chamaecrista,chamaecrista absus,chamaecrista absus (l.) h.s. irwin & barneby,8,3,1997,67
zimba 1032,crotalaria,crotalaria aculeata,crotalaria aculeata subsp. aculeata,8,3,1997,67
2348,droogmansia,droogmansia pteropus,droogmansia pteropus (baker) de wild. var. quarrei (de wild.) verdc.,21,10,1972,295
3397,aeschynomene,aeschynomene minutiflora,aeschynomene minutiflora taub. subsp. minutiflora verdc.,3,3,1973,62
9390,polystachya,polystachya holmesiana,polystachya holmesiana p.j. cribb,6,10,1965,279
kuchar 22149,tephrosia,tephrosia purpurea,tephrosia purpurea subsp. leptostachya (dc.) brummitt,8,6,1999,159
kuchar 22649,vachellia,vachellia gerrardii,vachellia gerrardii (benth.) p.j.h. hurter,17,12,1999,351
harder 3982,crotalaria,crotalaria filicaulis,crotalaria filicaulis var. filicaulis,9,3,1997,68
"12,107",dolichos,dolichos simplicifolius,dolichos simplicifolius hook.f.,26,9,1973,269
113,macrotyloma,macrotyloma densiflorum,macrotyloma densiflorum (welw. ex baker) verdc. var. densiflorum verdc.,16,2,1975,47
1221,tridactyle,tridactyle verrucosa,tridactyle verrucosa p.j. cribb,28,12,1986,362
harder 3265,antherotoma,antherotoma debilis,antherotoma debilis (sond.) jacq.-fél.,29,5,1994,149
abeid 2380,undesignated,,fabaceae lindl.,24,9,2005,267
abeid 2206,undesignated,,fabaceae lindl.,23,8,2005,235
nawa 107,undesignated,,polygalaceae hoffmanns. & link,24,2,1995,55
2943,sansevieria,sansevieria kirkii,sansevieria kirkii baker,18,1,1957,18
bingham 3686,dorstenia,dorstenia psilurus,dorstenia psilurus subsp. psilurus,29,1,1981,29
kindeketa 1272,cyathula,cyathula cylindrica,cyathula cylindrica moq.,4,7,2001,185
642,angraecopsis,angraecopsis lovettii,angraecopsis lovettii p.j.cribb,13,4,1986,103
3116,kotschya,kotschya aeschynomenoides,kotschya aeschynomenoides (baker) dewit & p.a.duvign.,25,4,1989,115
9327,abrus,abrus schimperi,abrus schimperi baker,16,3,2003,75
mwangoka 4253,canthium,,canthium lam.,24,8,2005,236
8611,humularia,humularia rosea,humularia rosea (de wild.) p.a. duvign. var. rosea verdc.,29,4,1964,120
4937,oxytenanthera,oxytenanthera abyssinica,oxytenanthera abyssinica (a. rich.) monro,30,11,2006,334
117,tephrosia,tephrosia cephalantha,tephrosia cephalantha baker,24,2,1995,55
7260,eriosema,eriosema englerianum,eriosema englerianum harms,31,10,1997,304
mollel 778,eragrostis,eragrostis castellaneana,eragrostis castellaneana buscal. & muschl.,23,12,2001,357
3899,tephrosia,tephrosia zambiana,tephrosia zambiana brummitt,2,10,1960,276
5326,ischaemum,ischaemum koenigii,ischaemum fasciculatum brongn.,2,6,2008,154
mollel 701,flueggea,flueggea virosa,flueggea virosa (roxb. ex willd.) baill.,15,12,2001,349
s.n.,erythroxylum,erythroxylum emarginatum,erythroxylum emarginatum thonn.,28,5,2008,149
harder 3564,undesignated,,cyperaceae juss.,28,2,1996,59
162,humularia,humularia descampsii,humularia descampsii (de wild. & t.durand) p.a.duvign. var. abercornensis p.a.duvign.,10,6,1974,161
smith 6,hibiscus,hibiscus vitifolius,hibiscus l.,17,11,1993,321
mrc 3931,vandellia,vandellia humilis,lindernia subreniformis philcox,15,8,1976,228
1655,aeschynomene,aeschynomene schliebenii,aeschynomene schliebenii harms var. mossambicensis (baker f.) verdc.,11,3,2009,70
11130,vitex,vitex mombassae,vitex mombassae vatke,10,3,2009,69
1646,indigofera,indigofera paniculata,indigofera paniculata vahl ex pers. subsp. gazensis (baker f.) j.b. gillett,,,,
259,indigofera,indigofera baumiana,indigofera baumiana harms,27,10,1991,300
smith 53,droogmansia,droogmansia homblei,droogmansia de wild.,1,12,1993,335
22320,justicia,justicia betonica,justicia betonica l.,31,7,1999,212
2189,dyschoriste,dyschoriste trichocalyx,dyschoriste trichocalyx lindau subsp. verticillaris (c.b. clarke) vollesen,22,8,2005,234
4927,dalbergia,dalbergia nitidula,dalbergia nitidula baker,30,11,2006,334
4945,protea,protea welwitschii,protea welwitschii engl.,1,12,2006,335
gereau 7037,cussonia,cussonia arborea,cussonia arborea hochst. ex a. rich.,27,1,2008,27
ab2667,adiantum,adiantum philippense philippense,adiantum lunulatum,19,3,1973,78
mboya 392,cycnium,cycnium recurvum,cycnium recurvum (oliv.) engl.,20,6,2001,171
632,vangueria,vangueria oblongifolia,vangueria oblongifolia (k.schum.) robyns,14,2,1935,45
3045,crotalaria,crotalaria teretifolia,crotalaria teretifolia milne-redh.,15,4,1989,105
mboya 353,multidentia,multidentia crassa,multidentia crassa var. crassa,19,6,2001,170
759,actiniopteris,actiniopteris dimorpha,actiniopteris dimorpha,7,4,1937,97
10203,actiniopteris,actiniopteris radiata,actiniopteris radiata,3,9,1983,246
5320,cyperus,cyperus simpsonii,kyllingiella simpsonii muasya,28,1,1969,28
1478,thunbergia,thunbergia kirkiana,thunbergia kirkiana t.anderson,16,2,2006,47
11583,maranthes,maranthes floribunda,maranthes floribunda (bak.) f.white,,,,
2117,crotalaria,crotalaria morumbensis,crotalaria morumbensis baker f.,11,5,1963,131
7147,thunbergia,thunbergia kirkiana,thunbergia kirkiana t.anderson,18,11,2009,322
1642,crotalaria,crotalaria morumbensis,crotalaria morumbensis baker f.,23,4,1972,114
9420,aeschynomene,aeschynomene pseudoglabrescens,aeschynomene pseudoglabrescens verdc.,16,11,1965,320
8331,dolichos,dolichos trinervatus,dolichos trinervatus baker,23,2,1964,54
8963,vigna,vigna juncea,vigna juncea milne-redh. var. juncea verdc.,17,10,1964,291
1345,tetradenia,tetradenia discolor,tetradenia discolor phillipson,,,,
2943,sansevieria,sansevieria kirkii,sansevieria kirkii baker,18,1,1957,18
11048,tetracera,tetracera litoralis,tetracera litoralis gilg,19,1,1979,19
11599,triumfetta,triumfetta welwitschii,triumfetta welwitschii mast. var. lanata brummitt & seyani,,,,
307,crotalaria,crotalaria,crotalaria caudata welw.,14,11,2007,318
14027,ophrestia,ophrestia radicosa,ophrestia radicosa (a.rich.) verdc. var. enneaneura (hauman) verdc.,23,1,1975,23
9433,dolichos,dolichos glabrescens,dolichos glabrescens r.wiczek,26,11,1965,330
11507,kotschya,kotschya carsonii,kotschya carsonii (baker) dewit & p.a. duvign. subsp. carsonii verdc.,23,10,1972,297
2918,clitoria,clitoria kaessneri,clitoria kaessneri harms,8,1,1969,8
3536,humularia,humularia drepanocephala,humularia drepanocephala (baker) p.a. duvign. var. drepanocephala verdc.,24,3,1973,83
15049,vangueria,vangueria infausta,vangueria infausta burch. subsp. infausta,6,11,1977,310
4943,vitex,vitex doniana,vitex doniana sweet,1,12,2006,335
13375,dyschoriste,dyschoriste albiflora,dyschoriste albiflora lindau,11,3,2008,71
89105/b,riccia,riccia lanceolata,riccia lanceolata steph.,26,3,1989,85
554,crassula,crassula swaziensis,crassula swaziensis schönl,7,6,2008,159
7154,clitoria,clitoria kaessneri,clitoria kaessneri harms,24,11,1962,328
1658,adenodolichos,adenodolichos punctatus,adenodolichos punctatus harms subsp. bussei (harms) verdc.,,,,
10836,fadogia,fadogia triphylla,fadogia triphylla baker var. pubicaulis verdc.,30,1,1996,30
7929,aloe,aloe,aloe zebrina baker,10,8,1963,222
12798,polystachya,polystachya goetzeana,polystachya goetzeana kraenzl.,12,11,2008,317
1637,droogmansia,droogmansia pteropus,droogmansia pteropus (baker) de wild.,9,3,2009,68
5318,tapinanthus,tapinanthus forbesii,tapinanthus forbesii (sprague) wiens,2,6,2008,154
,disperis,disperis johnstonii,disperis johnstonii,25,3,1985,84
,ocimum,ocimum obovatum,becium obovatum,25,3,1985,84
,eragrostis,eragrostis,eragrostis patens,23,5,1987,143
,panicum,panicum hygrocharis,panicum repentellum,24,5,1987,144
,hibiscus,hibiscus,hibiscus,23,5,1987,143
,unident-poaceae,unident-poaceae,poaceae,23,5,1987,143
,lindernia,lindernia linearifolia,lindernia insularis,26,3,1989,85
7082,commiphora,commiphora,commiphora,12,11,2009,316
,aloe,aloe,aloe blandula,8,6,1990,159
,antherotoma,antherotoma debilis,dissotis debilis,29,5,1994,149
,bidens,bidens schimperi,bidens schimperi,23,5,1987,143
,desmodium,desmodium velutinum,desmodium velutinum,24,5,1987,144
,maytenus,maytenus,maytenus,28,5,1971,148
,polygala,polygala usafuensis,polygala usafuensis,22,5,1971,142
,blepharis,blepharis maderaspatensis,blepharis maderaspatensis,7,4,1985,97
,catunaregam,catunaregam taylorii,catunaregam spinosa subsp. taylorii,3,2,1993,34
,mohadenium,mohadenium coccineum,monadenium crispum,9,3,1997,68
650/1,hymenophyllum,hymenophyllum blumeanum,hymenophyllum kuhnii,13,4,1986,103
,nervilia,nervilia kotschyi,nervilia kotschyi,27,3,1985,86
,cyperus,cyperus glaucophyllus,cyperus pseudoleptocladus,15,3,1985,74
,aristolochia,aristolochia albida,aristolochia albida,24,5,1987,144
,hibiscus,hibiscus,hibiscus,24,5,1987,144
1907,polygala,polygala,polygala luteo-viridis chodat,,,,
,justicia,justicia exigua,justicia exigua,9,4,1985,99
,cryptolepis,cryptolepis oblongifolia,ectadiopsis oblongifolia,26,3,1989,85
,rytigynia,rytigynia decussata,rytigynia decussata,26,3,1989,85
,phyllanthus,phyllanthus muellerianus,phyllanthus muellerianus,25,5,1994,145
,endostemon,endostemon tereticaulis,endostemon tereticaulis,12,2,1997,43
,walleria,walleria mackenzii,walleria mackenziei,26,12,1973,360
nkhoma 278,ficus,ficus sycomorus,ficus sycomorus l.,24,5,1994,144
de nevers 3180,indigofera,indigofera,indigofera spicata forssk.,3,4,1984,94
nkhoma 172,pterocarpus,,pterocarpus angolensis dc.,9,5,1994,129
harder 1370,rhynchosia,rhynchosia insignis,rhynchosia insignis (o. hoffm.) r.e. fr.,2,11,1992,307
harder 2188,pericopsis,,pericopsis angolensis (baker) meeuwen,29,11,1993,333
harder 2162,brachystegia,brachystegia spiciformis,brachystegia spiciformis benth.,29,11,1993,333
harder 1380,rhoicissus,rhoicissus tridentata,rhoicissus tridentata (l. f.) wild & r.b. drumm.,2,11,1992,307
harder 3088,polygala,polygala exelliana,polygala exelliana troupin,13,5,1994,133
kuchar 23022,crabbea,crabbea velutina,crabbea velutina s. moore,21,2,2000,52
de nevers 3223,blepharis,blepharis longifolia,blepharis longifolia lindau,8,4,1984,99
kuchar 22687,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,18,12,1999,352
kuchar 22150,terminalia,,terminalia sericea x kaiserana,8,6,1999,159
kuchar 23066,acalypha,acalypha fimbriata,acalypha fimbriata schumach. & thonn.,21,2,2000,52
kayombo 3380,turraea,turraea robusta,turraea robusta gürke,27,7,2000,209
harder 3163,strophanthus,strophanthus welwitschii,strophanthus welwitschii (baill.) k. schum.,17,5,1994,137
kuchar 24713,secamone,secamone stuhlmannii,secamone stuhlmannii k. schum.,16,6,2001,167
gereau 1504,flueggea,flueggea virosa,flueggea virosa subsp. melanthesoides (f. muell.) g.l. webster,17,12,1984,352
kuchar 24664,friesodielsia,friesodielsia obovata,friesodielsia obovata (benth.) verdc.,2,6,2001,153
bingham 9970,otiophora,otiophora scabra,otiophora scabra zucc.,1,2,1994,32
schmidt 2459,spermacoce,spermacoce arvensis,spermacoce arvensis (hiern) r.d. good,5,3,1997,64
kuchar 24712,rothmannia,rothmannia engleriana,rothmannia engleriana (k. schum.) keay,16,6,2001,167
kuchar 22898,pavetta,pavetta schumanniana,pavetta schumanniana f. hoffm. ex k. schum.,29,1,2000,29
kuchar 22911,pavetta,pavetta schumanniana,pavetta schumanniana f. hoffm. ex k. schum.,30,1,2000,30
harder 1304,silene,silene burchellii,silene burchellii otth ex dc.,28,10,1992,302
kuchar 23046,triumfetta,triumfetta annua,triumfetta l.,21,2,2000,52
zimba 1084,cyanotis,cyanotis longifolia,cyanotis longifolia benth.,8,3,1997,67
kibure 298,dovyalis,dovyalis rhamnoides,dovyalis e. mey. ex arn.,30,10,1998,303
kuchar 23753,digitaria,,digitaria haller,7,5,2000,128
kuchar 23620,gilgiochloa,gilgiochloa indurata,gilgiochloa indurata pilg.,30,4,2000,121
schmidt 2527,vigna,vigna,vigna reticulata hook. f.,18,3,1997,77
kayombo 3347,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,23,7,2000,205
harder 1239,eulophia,,eulophia seleensis (de wild.) butzin,24,10,1992,298
nkhoma 76,erythrocephalum,erythrocephalum longifolium,erythrocephalum zambesianum oliv. & hiern,1,12,1993,335
harder 3055,undesignated,,asteraceae bercht. & j. presl,7,5,1994,127
schmidt 1440,undesignated,,asteraceae bercht. & j. presl,22,5,1994,142
de nevers 3246,diospyros,diospyros loureiroana,diospyros loureiroana subsp. rufescens (caveney) verdc.,3,4,1984,94
3078,mucuna,mucuna glabrialata,mucuna glabrialata (hauman) verdc.,8,5,1969,128
3112,rhynchosia,rhynchosia procurrens,rhynchosia procurrens (hiern) k.schum. subsp. floribunda (baker) verdc.,9,5,1969,129
kayombo 4404,helixanthera,helixanthera kirkii,helixanthera kirkii (oliv.) danser,31,7,2003,212
3427,dissotis,dissotis pterocaulos,dissotis pterocaulos wickens,23,11,1962,327
2394,vangueria,vangueria micropyren,vangueria micropyren (verdc.) lantz,15,12,1967,349
12444,anisopappus,anisopappus,anisopappus,9,5,2001,129
2220,acalypha,acalypha chirindica,acalypha chirindica,11,12,1979,345
4923,aloe,aloe,aloe,30,11,2006,334
4944,steganotaenia,steganotaenia araliacea,steganotaenia araliacea hichst.,1,12,2006,335
s.n.,dalbergia,dalbergia nitidula,dalbergia nitidula welw. ex baker,2,6,2008,154
752,commelina,commelina schweinfurthii,commelina schweinfurthii subsp. cecilae,26,1,2010,26
2009/018,commelina,commelina aurantiiflora,commelina aurantiiflora,30,7,2008,212
2136,droogmansia,droogmansia pteropus,droogmansia pteropus (baker) de wild. var. quarrei (de wild.) verdc.,15,9,1972,259
5098,parinari,parinari curatellifolia,parinari curatellifolia planch. ex benth.,22,11,1992,327
